absolutističnostima | ABSOLUTISTIČNOST - [pravopis]
tretjenagrajenčevih | TRETJENAGRAJENČEV - [pravopis]
tretjenagrajenčevim | TRETJENAGRAJENČEV - [pravopis]
tretjeplasiranostih | TRETJEPLASIRANOST - [pravopis]
tretjeplasiranostim | TRETJEPLASIRANOST - [pravopis]
tretjeplasiranostjo | TRETJEPLASIRANOST - [pravopis]
tretjeplasiranostma | TRETJEPLASIRANOST - [pravopis]
tretjeplasiranostmi | TRETJEPLASIRANOST - [pravopis]
tretjerazrednostima | TRETJERAZREDNOST - [pravopis]
tretjeuvrščenostima | TRETJEUVRŠČENOST - [pravopis]
triboluminiscencama | TRIBOLUMINISCENCA - [geol.] pojav, pri katerem snov ob drgnjenju oddaja svetlobo
triboluminiscencami | TRIBOLUMINISCENCA - [geol.] pojav, pri katerem snov ob drgnjenju oddaja svetlobo
tridesetletničinega | TRIDESETLETNIČIN - [pravopis]
tridesetletničinemu | TRIDESETLETNIČIN - [pravopis]
tridesetletničinima | TRIDESETLETNIČIN - [pravopis]
tridesetletničinimi | TRIDESETLETNIČIN - [pravopis]
tridimenzionalnosti | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
trigontrioktaedroma | TRIGONTRIOKTAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi oktaedra tri enakokrake trikotnike
trigontritetraedrih | TRIGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri enakokrake trikotnike
trigontritetraedrom | TRIGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri enakokrake trikotnike
trigontritetraedrov | TRIGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri enakokrake trikotnike
trinajstletničinega | TRINAJSTLETNIČIN - [pravopis]
trinajstletničinemu | TRINAJSTLETNIČIN - [pravopis]
trinajstletničinima | TRINAJSTLETNIČIN - [pravopis]
trinajstletničinimi | TRINAJSTLETNIČIN - [pravopis]
trodimenzionalnosti | TRODIMENZIONALNOST
tržnoinformacijskem | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnoinformacijskih | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnoinformacijskim | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnokomunikacijska | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
tržnokomunikacijske | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
tržnokomunikacijski | [epravopis] nanašajoč se na tržno komunikacijo
tržnokomunikacijsko | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
tuberkulinizacijama | TUBERKULINIZACIJA - ugotavljanje okuženosti z bacili tuberkuloze z vbrizgavanjem tuberkulina v kožo, nanašanjem tuberkulina na kožo, sluznico
tuberkulinizacijami | TUBERKULINIZACIJA - ugotavljanje okuženosti z bacili tuberkuloze z vbrizgavanjem tuberkulina v kožo, nanašanjem tuberkulina na kožo, sluznico
turboekstraktorjema | TURBOEKSTRAKTOR - [farm.] naprava, navadno mešalnik, za vrtinčasto ekstrakcijo, ki z intenzivnim vrtenjem droge in topila ter s sočasnim drobljenjem droge s križnimi noži in povišano temperaturo skrajša čas ekstrakcije
ultrakratkovalovnem | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrakratkovalovnih | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrakratkovalovnim | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrarevolucionarja | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarje | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarji | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarju | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarka | [pravopis]
ultrarevolucionarke | ULTRAREVOLUCIONARKA - [pravopis]
ultrarevolucionarki | ULTRAREVOLUCIONARKA - [pravopis]
ultrarevolucionarko | ULTRAREVOLUCIONARKA - [pravopis]
umetniškoizpovednem | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetniškoizpovednih | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetniškoizpovednim | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetnostnokritičnem | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
umetnostnokritičnih | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
umetnostnokritičnim | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
undergroundglasbama | UNDERGROUNDGLASBA - [pravopis]
undergroundglasbami | UNDERGROUNDGLASBA - [pravopis]
univerzitetničinega | UNIVERZITETNIČIN - [pravopis]
univerzitetničinemu | UNIVERZITETNIČIN - [pravopis]
univerzitetničinima | UNIVERZITETNIČIN - [pravopis]
univerzitetničinimi | UNIVERZITETNIČIN - [pravopis]
uprizoriteljičinega | UPRIZORITELJIČIN - [pravopis]
uprizoriteljičinemu | UPRIZORITELJIČIN - [pravopis]
uprizoriteljičinima | UPRIZORITELJIČIN - [pravopis]
uprizoriteljičinimi | UPRIZORITELJIČIN - [pravopis]
uresničiteljičinega | URESNIČITELJIČIN - [pravopis]
uresničiteljičinemu | URESNIČITELJIČIN - [pravopis]
uresničiteljičinima | URESNIČITELJIČIN - [pravopis]
uresničiteljičinimi | URESNIČITELJIČIN - [pravopis]
ustanoviteljičinega | USTANOVITELJIČIN - [pravopis]
ustanoviteljičinemu | USTANOVITELJIČIN - [pravopis]
ustanoviteljičinima | USTANOVITELJIČIN - [pravopis]
ustanoviteljičinimi | USTANOVITELJIČIN - [pravopis]
ustavnorevizijskega | USTAVNOREVIZIJSKI - [prav.] v zvezi »ustavnorevizijska iniciativa«: pravica poslancev, vlade, volivcev in drugih subjektov, da zakonodajnemu telesu predlagajo spremembe ustave ali novo ustavo
ustavnorevizijskemu | USTAVNOREVIZIJSKI - [prav.] v zvezi »ustavnorevizijska iniciativa«: pravica poslancev, vlade, volivcev in drugih subjektov, da zakonodajnemu telesu predlagajo spremembe ustave ali novo ustavo
ustavnorevizijskima | USTAVNOREVIZIJSKI - [prav.] v zvezi »ustavnorevizijska iniciativa«: pravica poslancev, vlade, volivcev in drugih subjektov, da zakonodajnemu telesu predlagajo spremembe ustave ali novo ustavo
ustavnorevizijskimi | USTAVNOREVIZIJSKI - [prav.] v zvezi »ustavnorevizijska iniciativa«: pravica poslancev, vlade, volivcev in drugih subjektov, da zakonodajnemu telesu predlagajo spremembe ustave ali novo ustavo
ustavobraniteljevem | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljevih | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljevim | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljicah | USTAVOBRANITELJICA - [pravopis]
ustavobraniteljicam | USTAVOBRANITELJICA - [pravopis]
ustavobraniteljičin | [pravopis]
ustničnomehkonebnik | [pravopis]
ustničnoustničnikih | USTNIČNOUSTNIČNIK - [pravopis]
ustničnoustničnikom | USTNIČNOUSTNIČNIK - [pravopis]
ustničnoustničnikov | USTNIČNOUSTNIČNIK - [pravopis]
utemeljiteljičinega | UTEMELJITELJIČIN - [pravopis]
utemeljiteljičinemu | UTEMELJITELJIČIN - [pravopis]
utemeljiteljičinima | UTEMELJITELJIČIN - [pravopis]
utemeljiteljičinimi | UTEMELJITELJIČIN - [pravopis]
varnostnonadzornega | VARNOSTNONADZOREN - [gas.] v zvezi »varnostnonadzorni center«: komunikacijski center zasebne varnostne službe, kjer se izvaja upravljanje in stalni fizični nadzor operaterjev nad vgrajenimi sistemi tehničnega in požarnega varovanja, sistemi in napravami za varovanje ljudi in premoženja ter nadzor telekomunikacijskih poti prenosa alarmnih signalov
varnostnonadzornemu | VARNOSTNONADZOREN - [gas.] v zvezi »varnostnonadzorni center«: komunikacijski center zasebne varnostne službe, kjer se izvaja upravljanje in stalni fizični nadzor operaterjev nad vgrajenimi sistemi tehničnega in požarnega varovanja, sistemi in napravami za varovanje ljudi in premoženja ter nadzor telekomunikacijskih poti prenosa alarmnih signalov
varnostnonadzornima | VARNOSTNONADZOREN - [gas.] v zvezi »varnostnonadzorni center«: komunikacijski center zasebne varnostne službe, kjer se izvaja upravljanje in stalni fizični nadzor operaterjev nad vgrajenimi sistemi tehničnega in požarnega varovanja, sistemi in napravami za varovanje ljudi in premoženja ter nadzor telekomunikacijskih poti prenosa alarmnih signalov
varnostnonadzornimi | VARNOSTNONADZOREN - [gas.] v zvezi »varnostnonadzorni center«: komunikacijski center zasebne varnostne službe, kjer se izvaja upravljanje in stalni fizični nadzor operaterjev nad vgrajenimi sistemi tehničnega in požarnega varovanja, sistemi in napravami za varovanje ljudi in premoženja ter nadzor telekomunikacijskih poti prenosa alarmnih signalov
vasezaljubljenostih | VASEZALJUBLJENOST - zaljubljenost vase
vasezaljubljenostim | VASEZALJUBLJENOST - zaljubljenost vase
vasezaljubljenostjo | VASEZALJUBLJENOST - zaljubljenost vase
vasezaljubljenostma | VASEZALJUBLJENOST - zaljubljenost vase
vasezaljubljenostmi | VASEZALJUBLJENOST - zaljubljenost vase
vasezaverovanostima | VASEZAVEROVANOST - zaverovanost vase
vazokonstriktorjema | VAZOKONSTRIKTOR - [farm.] učinkovina, ki povzroči krčenje gladkih mišičnih celic v steni krvnih žil, poveča periferni upor in zviša arterijski krvni tlak
večdimenzionalnosti | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
večpredstavnostnega | VEČPREDSTAVNOSTEN - nanašajoč se na večpredstavnost
večpredstavnostnemu | VEČPREDSTAVNOSTEN - nanašajoč se na večpredstavnost
večpredstavnostnima | VEČPREDSTAVNOSTEN - nanašajoč se na večpredstavnost
večpredstavnostnimi | VEČPREDSTAVNOSTEN - nanašajoč se na večpredstavnost
veleindustrialčevem | VELEINDUSTRIALČEV - [pravopis]
veleindustrialčevih | VELEINDUSTRIALČEV - [pravopis]
veleindustrialčevim | VELEINDUSTRIALČEV - [pravopis]
velekapitalističnem | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
velekapitalističnih | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
velekapitalističnim | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
veleproizvajalčevem | VELEPROIZVAJALČEV - [pravopis]
veleproizvajalčevih | VELEPROIZVAJALČEV - [pravopis]
veleproizvajalčevim | VELEPROIZVAJALČEV - [pravopis]
veletovarnaričinega | VELETOVARNARIČIN - [pravopis]
veletovarnaričinemu | VELETOVARNARIČIN - [pravopis]
veletovarnaričinima | VELETOVARNARIČIN - [pravopis]
veletovarnaričinimi | VELETOVARNARIČIN - [pravopis]
velikokoalicijskega | VELIKOKOALICIJSKI - [pravopis]
velikokoalicijskemu | VELIKOKOALICIJSKI - [pravopis]
velikokoalicijskima | VELIKOKOALICIJSKI - [pravopis]
velikokoalicijskimi | VELIKOKOALICIJSKI - [pravopis]
velikoprostorninska | VELIKOPROSTORNINSKI - [čeb.] v zvezi »velikoprostorninski panj«: panj z večjo prostornino od standardnega AŽ-panja
velikoprostorninske | VELIKOPROSTORNINSKI - [čeb.] v zvezi »velikoprostorninski panj«: panj z večjo prostornino od standardnega AŽ-panja
velikoprostorninski | [čeb.] v zvezi »velikoprostorninski panj«: panj z večjo prostornino od standardnega AŽ-panja
velikoprostorninsko | VELIKOPROSTORNINSKI - [čeb.] v zvezi »velikoprostorninski panj«: panj z večjo prostornino od standardnega AŽ-panja
veroizpovedovanjema | VEROIZPOVEDOVANJE - [sinonimni]
verthajmključavnica | [pravopis]
verthajmključavnice | VERTHAJMKLJUČAVNICA - [pravopis]
verthajmključavnici | VERTHAJMKLJUČAVNICA - [pravopis]
verthajmključavnico | VERTHAJMKLJUČAVNICA - [pravopis]
verzifikatoričinega | VERZIFIKATORIČIN - [pravopis]
verzifikatoričinemu | VERZIFIKATORIČIN - [pravopis]
verzifikatoričinima | VERZIFIKATORIČIN - [pravopis]
verzifikatoričinimi | VERZIFIKATORIČIN - [pravopis]
videodokumentacijah | VIDEODOKUMENTACIJA - dokumentacija česa na videoposnetkih
videodokumentacijam | VIDEODOKUMENTACIJA - dokumentacija česa na videoposnetkih
videokomunikacijama | VIDEOKOMUNIKACIJA - komunikacija med prostorsko oddaljenimi udeleženci, ki se vidijo in poslušajo s pomočjo videoopreme, računalnikov, prenosnih telefonov
videokomunikacijami | VIDEOKOMUNIKACIJA - komunikacija med prostorsko oddaljenimi udeleženci, ki se vidijo in poslušajo s pomočjo videoopreme, računalnikov, prenosnih telefonov
videopredstavitvama | VIDEOPREDSTAVITEV - predstavitev s pomočjo videoposnetkov
videopredstavitvami | VIDEOPREDSTAVITEV - predstavitev s pomočjo videoposnetkov
videopredstavitvijo | VIDEOPREDSTAVITEV - predstavitev s pomočjo videoposnetkov
videopredvajalnikih | VIDEOPREDVAJALNIK - elektronska priprava za predvajanje videoposnetkov
videopredvajalnikom | VIDEOPREDVAJALNIK - elektronska priprava za predvajanje videoposnetkov
videopredvajalnikov | VIDEOPREDVAJALNIK - elektronska priprava za predvajanje videoposnetkov
viskoelastičnostima | VISKOELASTIČNOST - [farm.] oblika reološkega obnašanja, značilna za večino realnih snovi in številne farmacevtske oblike, npr. emulzije, mazila, kreme, gele, ko imajo sistemi, izpostavljeni konstantni strižni sili, tako elastične kot viskozne lastnosti
visokoatmosferskega | VISOKOATMOSFERSKI - [pravopis]
visokoatmosferskemu | VISOKOATMOSFERSKI - [pravopis]
visokoatmosferskima | VISOKOATMOSFERSKI - [pravopis]
visokoatmosferskimi | VISOKOATMOSFERSKI - [pravopis]
visokoizpopolnjenem | VISOKOIZPOPOLNJEN - > VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjenih | VISOKOIZPOPOLNJEN - > VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjenim | VISOKOIZPOPOLNJEN - > VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjnega | VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjnemu | VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjnima | VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokoizpopolnjnimi | VISOKOIZPOPOLNJEN - [plan.] v zvezi »visokoizpopolnjena vlakna«: anorganska tehnična in organska polimerna vlakna, za katera so značilea visoka trdnost, nizka raztegljivost, višja temperaturna obstojnost, visoka prožnost, visoka odpornost proti vplivom kemičnih sredstev in se uporabljajo zlasti za polnila spalnih vreč, dna šotorov, ojačitve delov gamaš, rokavic, hlač
visokokvalificirana | VISOKOKVALIFICIRAN - delavec na delovnem mestu, za katero je potrebna srednješolska izobrazba
visokokvalificirane | VISOKOKVALIFICIRAN - delavec na delovnem mestu, za katero je potrebna srednješolska izobrazba
visokokvalificirani | VISOKOKVALIFICIRAN - delavec na delovnem mestu, za katero je potrebna srednješolska izobrazba
visokokvalificirano | VISOKOKVALIFICIRAN - delavec na delovnem mestu, za katero je potrebna srednješolska izobrazba
visokoločljivostnem | VISOKOLOČLJIVOSTEN - ki ima visoko ločljivost
visokoločljivostnih | VISOKOLOČLJIVOSTEN - ki ima visoko ločljivost
visokoločljivostnim | VISOKOLOČLJIVOSTEN - ki ima visoko ločljivost
visokomolekularnega | VISOKOMOLEKULAREN
visokomolekularnemu | VISOKOMOLEKULAREN
visokomolekularnima | VISOKOMOLEKULAREN
visokomolekularnimi | VISOKOMOLEKULAREN
visokoproračunskega | VISOKOPRORAČUNSKI - [sprotni]
visokoproračunskemu | VISOKOPRORAČUNSKI - [sprotni]
visokoproračunskima | VISOKOPRORAČUNSKI - [sprotni]
visokoproračunskimi | VISOKOPRORAČUNSKI - [sprotni]
visokotemperaturnem | VISOKOTEMPERATUREN - nanašajoč se na sorazmerno visoke temperature
visokotemperaturnih | VISOKOTEMPERATUREN - nanašajoč se na sorazmerno visoke temperature
visokotemperaturnim | VISOKOTEMPERATUREN - nanašajoč se na sorazmerno visoke temperature
visokozmogljivosten | [farm.] v zvezi »visokozmogljivostna metoda«: metoda, ki omogoča analizo velikega števila vzorcev v kratkem času
visokozmogljivostna | VISOKOZMOGLJIVOSTEN - [farm.] v zvezi »visokozmogljivostna metoda«: metoda, ki omogoča analizo velikega števila vzorcev v kratkem času
visokozmogljivostne | VISOKOZMOGLJIVOSTEN - [farm.] v zvezi »visokozmogljivostna metoda«: metoda, ki omogoča analizo velikega števila vzorcev v kratkem času
visokozmogljivostni | VISOKOZMOGLJIVOSTEN - [farm.] v zvezi »visokozmogljivostna metoda«: metoda, ki omogoča analizo velikega števila vzorcev v kratkem času
visokozmogljivostno | VISOKOZMOGLJIVOSTEN - [farm.] v zvezi »visokozmogljivostna metoda«: metoda, ki omogoča analizo velikega števila vzorcev v kratkem času
vladnokoalicijskega | VLADNOKOALICIJSKI - [epravopis] nanašajoč se na vladno koalicijo
vladnokoalicijskemu | VLADNOKOALICIJSKI - [epravopis] nanašajoč se na vladno koalicijo
vladnokoalicijskima | VLADNOKOALICIJSKI - [epravopis] nanašajoč se na vladno koalicijo
vladnokoalicijskimi | VLADNOKOALICIJSKI - [epravopis] nanašajoč se na vladno koalicijo
vodoinstalacijskega | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinstalacijskemu | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinstalacijskima | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinstalacijskimi | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinštalacijskega | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinštalacijskemu | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinštalacijskima | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vodoinštalacijskimi | VODOINŠTALACIJSKI - nanašajoč se na inštalacije za vodo
vojaškoindustrijska | VOJAŠKOINDUSTRIJSKI - nanašajoč se na vojaško industrijo
vojaškoindustrijske | VOJAŠKOINDUSTRIJSKI - nanašajoč se na vojaško industrijo
vojaškoindustrijski | nanašajoč se na vojaško industrijo
vojaškoindustrijsko | VOJAŠKOINDUSTRIJSKI - nanašajoč se na vojaško industrijo
