acilfloroglucinoloma | ACILFLOROGLUCINOL - [farm.]
sturmunddrangovčevih | STURMUNDDRANGOVČEV - [pravopis]
sturmunddrangovčevim | STURMUNDDRANGOVČEV - [pravopis]
sturmunddrangovskega | STURMUNDDRANGOVSKI - [pravopis]
sturmunddrangovskemu | STURMUNDDRANGOVSKI - [pravopis]
sturmunddrangovskima | STURMUNDDRANGOVSKI - [pravopis]
sturmunddrangovskimi | STURMUNDDRANGOVSKI - [pravopis]
substantiviranostima | SUBSTANTIVIRANOST - [pravopis]
superkombinacijskega | SUPERKOMBINACIJSKI - [smuč.] v zvezi »superkombinacijska tekma«: tekma, pri kateri določa uvrstitev tekmovalca seštevek časov v smuku na krajši progi ali v superveleslalomu in v enem teku slaloma
superkombinacijskemu | SUPERKOMBINACIJSKI - [smuč.] v zvezi »superkombinacijska tekma«: tekma, pri kateri določa uvrstitev tekmovalca seštevek časov v smuku na krajši progi ali v superveleslalomu in v enem teku slaloma
superkombinacijskima | SUPERKOMBINACIJSKI - [smuč.] v zvezi »superkombinacijska tekma«: tekma, pri kateri določa uvrstitev tekmovalca seštevek časov v smuku na krajši progi ali v superveleslalomu in v enem teku slaloma
superkombinacijskimi | SUPERKOMBINACIJSKI - [smuč.] v zvezi »superkombinacijska tekma«: tekma, pri kateri določa uvrstitev tekmovalca seštevek časov v smuku na krajši progi ali v superveleslalomu in v enem teku slaloma
superplastifikatorja | SUPERPLASTIFIKATOR - [b.k.] plastifikator druge generacije, ki omogoča višje znižanje vsebnosti vode v svežem betonu in znatno povečanje razleza
superplastifikatorje | SUPERPLASTIFIKATOR - [b.k.] plastifikator druge generacije, ki omogoča višje znižanje vsebnosti vode v svežem betonu in znatno povečanje razleza
superplastifikatorji | SUPERPLASTIFIKATOR - [b.k.] plastifikator druge generacije, ki omogoča višje znižanje vsebnosti vode v svežem betonu in znatno povečanje razleza
superplastifikatorju | SUPERPLASTIFIKATOR - [b.k.] plastifikator druge generacije, ki omogoča višje znižanje vsebnosti vode v svežem betonu in znatno povečanje razleza
superveleslalomistih | SUPERVELESLALOMIST - [smuč.] moški, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistka | [smuč.] ženska, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistke | SUPERVELESLALOMISTKA - [smuč.] ženska, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistki | SUPERVELESLALOMISTKA - [smuč.] ženska, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistko | SUPERVELESLALOMISTKA - [smuč.] ženska, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistom | SUPERVELESLALOMIST - [smuč.] moški, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomistov | SUPERVELESLALOMIST - [smuč.] moški, ki se ljubiteljsko ali tekmovalno ukvarja s superveleslalomom
superveleslalomskega | SUPERVELESLALOMSKI - [pravopis]
superveleslalomskemu | SUPERVELESLALOMSKI - [pravopis]
superveleslalomskima | SUPERVELESLALOMSKI - [pravopis]
superveleslalomskimi | SUPERVELESLALOMSKI - [pravopis]
supranaturalističnem | SUPRANATURALISTIČEN - nanašajoč se na supranaturalizem
supranaturalističnih | SUPRANATURALISTIČEN - nanašajoč se na supranaturalizem
supranaturalističnim | SUPRANATURALISTIČEN - nanašajoč se na supranaturalizem
svetorimskocesarskem | SVETORIMSKOCESARSKI - [pravopis]
svetorimskocesarskih | SVETORIMSKOCESARSKI - [pravopis]
svetorimskocesarskim | SVETORIMSKOCESARSKI - [pravopis]
svetovnozgodovinskem | SVETOVNOZGODOVINSKI - nanašajoč se na svetovno zgodovino
svetovnozgodovinskih | SVETOVNOZGODOVINSKI - nanašajoč se na svetovno zgodovino
svetovnozgodovinskim | SVETOVNOZGODOVINSKI - nanašajoč se na svetovno zgodovino
šestdesetletničinega | ŠESTDESETLETNIČIN - [pravopis]
šestdesetletničinemu | ŠESTDESETLETNIČIN - [pravopis]
šestdesetletničinima | ŠESTDESETLETNIČIN - [pravopis]
šestdesetletničinimi | ŠESTDESETLETNIČIN - [pravopis]
šestnajstletničinega | ŠESTNAJSTLETNIČIN - [pravopis]
šestnajstletničinemu | ŠESTNAJSTLETNIČIN - [pravopis]
šestnajstletničinima | ŠESTNAJSTLETNIČIN - [pravopis]
šestnajstletničinimi | ŠESTNAJSTLETNIČIN - [pravopis]
šolskoizobraževalnem | ŠOLSKOIZOBRAŽEVALEN - [pravopis]
šolskoizobraževalnih | ŠOLSKOIZOBRAŽEVALEN - [pravopis]
šolskoizobraževalnim | ŠOLSKOIZOBRAŽEVALEN - [pravopis]
športnoinformacijska | ŠPORTNOINFORMACIJSKI - [epravopis] nanašajoč se na športne informacije
športnoinformacijske | ŠPORTNOINFORMACIJSKI - [epravopis] nanašajoč se na športne informacije
športnoinformacijski | [epravopis] nanašajoč se na športne informacije
športnoinformacijsko | ŠPORTNOINFORMACIJSKI - [epravopis] nanašajoč se na športne informacije
športnorekreacijskem | ŠPORTNOREKREACIJSKI - nanašajoč se na športno rekreacijo
športnorekreacijskih | ŠPORTNOREKREACIJSKI - nanašajoč se na športno rekreacijo
športnorekreacijskim | ŠPORTNOREKREACIJSKI - nanašajoč se na športno rekreacijo
štiridesetletničinem | ŠTIRIDESETLETNIČIN - [pravopis]
štiridesetletničinih | ŠTIRIDESETLETNIČIN - [pravopis]
štiridesetletničinim | ŠTIRIDESETLETNIČIN - [pravopis]
štiridimenzionalnega | ŠTIRIDIMENZIONALEN - ki ima štiri dimenzije, razsežnosti
štiridimenzionalnemu | ŠTIRIDIMENZIONALEN - ki ima štiri dimenzije, razsežnosti
štiridimenzionalnima | ŠTIRIDIMENZIONALEN - ki ima štiri dimenzije, razsežnosti
štiridimenzionalnimi | ŠTIRIDIMENZIONALEN - ki ima štiri dimenzije, razsežnosti
štiriindevetdesetega | ŠTIRIINDEVETDESETI - ki v zapovrstju ustreza številu štiriindevetdeset
štiriindevetdesetemu | ŠTIRIINDEVETDESETI - ki v zapovrstju ustreza številu štiriindevetdeset
štiriindevetdesetima | ŠTIRIINDEVETDESETI - ki v zapovrstju ustreza številu štiriindevetdeset
štiriindevetdesetimi | ŠTIRIINDEVETDESETI - ki v zapovrstju ustreza številu štiriindevetdeset
štiriindvajsetercema | ŠTIRIINDVAJSETEREC - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra šest enakokrakih trikotnikov
štiriinsedemdesetega | ŠTIRIINSEDEMDESETI - ki v zapovrstju ustreza številu štiriinsedemdeset
štiriinsedemdesetemu | ŠTIRIINSEDEMDESETI - ki v zapovrstju ustreza številu štiriinsedemdeset
štiriinsedemdesetima | ŠTIRIINSEDEMDESETI - ki v zapovrstju ustreza številu štiriinsedemdeset
štiriinsedemdesetimi | ŠTIRIINSEDEMDESETI - ki v zapovrstju ustreza številu štiriinsedemdeset
štiriinštiridesetega | ŠTIRIINŠTIRIDESETI - ki v zapovrstju ustreza številu štiriinštirideset
štiriinštiridesetemu | ŠTIRIINŠTIRIDESETI - ki v zapovrstju ustreza številu štiriinštirideset
štiriinštiridesetima | ŠTIRIINŠTIRIDESETI - ki v zapovrstju ustreza številu štiriinštirideset
štiriinštiridesetimi | ŠTIRIINŠTIRIDESETI - ki v zapovrstju ustreza številu štiriinštirideset
štirinajstdnevnikoma | ŠTIRINAJSTDNEVNIK - vsakih štirinajst dni izhajajoča publikacija s specializirano vsebino
štirinajstletničinem | ŠTIRINAJSTLETNIČIN - [pravopis]
štirinajstletničinih | ŠTIRINAJSTLETNIČIN - [pravopis]
štirinajstletničinim | ŠTIRINAJSTLETNIČIN - [pravopis]
tafrogeosinklinalama | TAFROGEOSINKLINALA - [geol.] dolg, izrazit jarek, omejen z vzporednimi ali približno vzporednimi normalnimi prelomi, ki nastajajo zaradi raztezanja in tanjšanja kontinentalne skorje, npr. Vzhodnoafriški riftni jarek
tafrogeosinklinalami | TAFROGEOSINKLINALA - [geol.] dolg, izrazit jarek, omejen z vzporednimi ali približno vzporednimi normalnimi prelomi, ki nastajajo zaradi raztezanja in tanjšanja kontinentalne skorje, npr. Vzhodnoafriški riftni jarek
tehničnoinformativen | [pravopis]
tehničnoinformativna | TEHNIČNOINFORMATIVEN - [pravopis]
tehničnoinformativne | TEHNIČNOINFORMATIVEN - [pravopis]
tehničnoinformativni | TEHNIČNOINFORMATIVEN - [pravopis]
tehničnoinformativno | TEHNIČNOINFORMATIVEN - [pravopis]
telekomunikacijskega | TELEKOMUNIKACIJSKI - nanašajoč se na telekomunikacijo
telekomunikacijskemu | TELEKOMUNIKACIJSKI - nanašajoč se na telekomunikacijo
telekomunikacijskima | TELEKOMUNIKACIJSKI - nanašajoč se na telekomunikacijo
telekomunikacijskimi | TELEKOMUNIKACIJSKI - nanašajoč se na telekomunikacijo
tenorsaksofonistkama | TENORSAKSOFONISTKA - [pravopis]
tenorsaksofonistkami | TENORSAKSOFONISTKA - [pravopis]
termoakumulacijskega | TERMOAKUMULACIJSKI - nanašajoč se na akumuliranje toplote
termoakumulacijskemu | TERMOAKUMULACIJSKI - nanašajoč se na akumuliranje toplote
termoakumulacijskima | TERMOAKUMULACIJSKI - nanašajoč se na akumuliranje toplote
termoakumulacijskimi | TERMOAKUMULACIJSKI - nanašajoč se na akumuliranje toplote
termoelektrarniškega | TERMOELEKTRARNIŠKI - [pravopis]
termoelektrarniškemu | TERMOELEKTRARNIŠKI - [pravopis]
termoelektrarniškima | TERMOELEKTRARNIŠKI - [pravopis]
termoelektrarniškimi | TERMOELEKTRARNIŠKI - [pravopis]
tetragontrioktaedrih | TETRAGONTRIOKTAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi oktaedra tri deltoide
tetragontrioktaedrom | TETRAGONTRIOKTAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi oktaedra tri deltoide
tetragontrioktaedrov | TETRAGONTRIOKTAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi oktaedra tri deltoide
tetragontritetraeder | [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri deltoide
tetragontritetraedra | TETRAGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri deltoide
tetragontritetraedre | TETRAGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri deltoide
tetragontritetraedri | TETRAGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri deltoide
tetragontritetraedru | TETRAGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri deltoide
tetrahidrokanabinola | TETRAHIDROKANABINOL - [bot.]
tetrahidrokanabinole | TETRAHIDROKANABINOL - [bot.]
tetrahidrokanabinoli | TETRAHIDROKANABINOL - [bot.]
tetrahidrokanabinolu | TETRAHIDROKANABINOL - [bot.]
tiosemikarbazonskega | TIOSEMIKARBAZONSKI - > TIOSEMIKARBAZONI - [farm.] protivirusne učinkovine s tiosemikarbazonsko skupino, vezano na heterocikel, ki zavirajo sintezo proteinov, npr. metisazon
tiosemikarbazonskemu | TIOSEMIKARBAZONSKI - > TIOSEMIKARBAZONI - [farm.] protivirusne učinkovine s tiosemikarbazonsko skupino, vezano na heterocikel, ki zavirajo sintezo proteinov, npr. metisazon
tiosemikarbazonskima | TIOSEMIKARBAZONSKI - > TIOSEMIKARBAZONI - [farm.] protivirusne učinkovine s tiosemikarbazonsko skupino, vezano na heterocikel, ki zavirajo sintezo proteinov, npr. metisazon
tiosemikarbazonskimi | TIOSEMIKARBAZONSKI - > TIOSEMIKARBAZONI - [farm.] protivirusne učinkovine s tiosemikarbazonsko skupino, vezano na heterocikel, ki zavirajo sintezo proteinov, npr. metisazon
toplotnoizolacijskem | TOPLOTNOIZOLACIJSKI - nanašajoč se na toplotno izolacijo
toplotnoizolacijskih | TOPLOTNOIZOLACIJSKI - nanašajoč se na toplotno izolacijo
toplotnoizolacijskim | TOPLOTNOIZOLACIJSKI - nanašajoč se na toplotno izolacijo
tradicionalističnega | TRADICIONALISTIČEN - nanašajoč se na tradicionaliste ali tradicionalizem
tradicionalističnemu | TRADICIONALISTIČEN - nanašajoč se na tradicionaliste ali tradicionalizem
tradicionalističnima | TRADICIONALISTIČEN - nanašajoč se na tradicionaliste ali tradicionalizem
tradicionalističnimi | TRADICIONALISTIČEN - nanašajoč se na tradicionaliste ali tradicionalizem
tradicionalističnost | [pravopis]
transavantgardistoma | TRANSAVANTGARDIST - predstavnik transavantgarde
transcedentalnostima | TRANSCEDENTALNOST - [pravopis]
transcendentalizmoma | TRANSCENDENTALIZEM - filozofska smer, ki poudarja od izkustva neodvisne pogoje spoznavanja
transcendentalnostih | TRANSCENDENTALNOST - lastnost, značilnost transcendentalnega
transcendentalnostim | TRANSCENDENTALNOST - lastnost, značilnost transcendentalnega
transcendentalnostjo | TRANSCENDENTALNOST - lastnost, značilnost transcendentalnega
transcendentalnostma | TRANSCENDENTALNOST - lastnost, značilnost transcendentalnega
transcendentalnostmi | TRANSCENDENTALNOST - lastnost, značilnost transcendentalnega
transdisciplinarnega | TRANSDISCIPLINAREN - ki temelji na sodelovanju, združevanju dveh ali več mnogovrstnih in raznovrstnih disciplin, ved
transdisciplinarnemu | TRANSDISCIPLINAREN - ki temelji na sodelovanju, združevanju dveh ali več mnogovrstnih in raznovrstnih disciplin, ved
transdisciplinarnima | TRANSDISCIPLINAREN - ki temelji na sodelovanju, združevanju dveh ali več mnogovrstnih in raznovrstnih disciplin, ved
transdisciplinarnimi | TRANSDISCIPLINAREN - ki temelji na sodelovanju, združevanju dveh ali več mnogovrstnih in raznovrstnih disciplin, ved
transdisciplinarnost | lastnost transdisciplinarnega
transkontinentalnega | TRANSKONTINENTALEN - ki poteka ali se giblje z ene strani celine na drugo
transkontinentalnemu | TRANSKONTINENTALEN - ki poteka ali se giblje z ene strani celine na drugo
transkontinentalnima | TRANSKONTINENTALEN - ki poteka ali se giblje z ene strani celine na drugo
transkontinentalnimi | TRANSKONTINENTALEN - ki poteka ali se giblje z ene strani celine na drugo
transnacionalizacija | širjenje delovanja in vpliva prek državnih meja
transnacionalizacije | TRANSNACIONALIZACIJA - širjenje delovanja in vpliva prek državnih meja
transnacionalizaciji | TRANSNACIONALIZACIJA - širjenje delovanja in vpliva prek državnih meja
transnacionalizacijo | TRANSNACIONALIZACIJA - širjenje delovanja in vpliva prek državnih meja
transparentpapirjema | TRANSPARENTPAPIR - [sinonimni]
transplantiranostima | TRANSPLANTIRANOST - [pravopis]
transsubstanciacijah | TRANSSUBSTANCIACIJA - sprememba bistva kruha in vina v bistvo Kristusovega telesa in krvi
transsubstanciacijam | TRANSSUBSTANCIACIJA - sprememba bistva kruha in vina v bistvo Kristusovega telesa in krvi
tretjenagrajenčevega | TRETJENAGRAJENČEV - [pravopis]
tretjenagrajenčevemu | TRETJENAGRAJENČEV - [pravopis]
tretjenagrajenčevima | TRETJENAGRAJENČEV - [pravopis]
tretjenagrajenčevimi | TRETJENAGRAJENČEV - [pravopis]
tretjeplasiranostima | TRETJEPLASIRANOST - [pravopis]
tridimenzionalnostih | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
tridimenzionalnostim | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
tridimenzionalnostjo | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
tridimenzionalnostma | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
tridimenzionalnostmi | TRIDIMENZIONALNOST - značilnost tridimenzionalnega
trigontritetraedroma | TRIGONTRITETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra tri enakokrake trikotnike
trodimenzionalnostih | TRODIMENZIONALNOST
trodimenzionalnostim | TRODIMENZIONALNOST
trodimenzionalnostjo | TRODIMENZIONALNOST
trodimenzionalnostma | TRODIMENZIONALNOST
trodimenzionalnostmi | TRODIMENZIONALNOST
tržnoinformacijskega | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnoinformacijskemu | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnoinformacijskima | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnoinformacijskimi | TRŽNOINFORMACIJSKI - [epravopis] nanašajoč se na tržne informacije
tržnokomunikacijskem | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
tržnokomunikacijskih | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
tržnokomunikacijskim | TRŽNOKOMUNIKACIJSKI - [epravopis] nanašajoč se na tržno komunikacijo
ultrakratkovalovnega | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrakratkovalovnemu | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrakratkovalovnima | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultrakratkovalovnimi | ULTRAKRATKOVALOVEN - nanašajoč se na ultrakratke valove
ultranacionalističen | skrajno nacionalističen
ultranacionalistična | ULTRANACIONALISTIČEN - skrajno nacionalističen
ultranacionalistične | ULTRANACIONALISTIČEN - skrajno nacionalističen
ultranacionalistični | ULTRANACIONALISTIČEN - skrajno nacionalističen
ultranacionalistično | ULTRANACIONALISTIČEN - skrajno nacionalističen
ultrarevolucionarjem | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarjev | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarjih | ULTRAREVOLUCIONAR - kdor zagovarja skrajno revolucionarne nazore, stališča
ultrarevolucionarkah | ULTRAREVOLUCIONARKA - [pravopis]
ultrarevolucionarkam | ULTRAREVOLUCIONARKA - [pravopis]
umetniškoizpovednega | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetniškoizpovednemu | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetniškoizpovednima | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetniškoizpovednimi | UMETNIŠKOIZPOVEDEN - nanašajoč se na umetniško izpoved
umetnostnogeografska | UMETNOSTNOGEOGRAFSKI - nanašajoč se na umetnostno geografijo
umetnostnogeografske | UMETNOSTNOGEOGRAFSKI - nanašajoč se na umetnostno geografijo
umetnostnogeografski | nanašajoč se na umetnostno geografijo
umetnostnogeografsko | UMETNOSTNOGEOGRAFSKI - nanašajoč se na umetnostno geografijo
umetnostnokritičnega | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
umetnostnokritičnemu | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
umetnostnokritičnima | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
umetnostnokritičnimi | UMETNOSTNOKRITIČEN - nanašajoč se na umetnostno kritiko
ustavobraniteljevega | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljevemu | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljevima | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljevimi | USTAVOBRANITELJEV - [pravopis]
ustavobraniteljicama | USTAVOBRANITELJICA - [pravopis]
ustavobraniteljicami | USTAVOBRANITELJICA - [pravopis]
ustavobraniteljičina | USTAVOBRANITELJIČIN - [pravopis]
ustavobraniteljičine | USTAVOBRANITELJIČIN - [pravopis]
ustavobraniteljičini | USTAVOBRANITELJIČIN - [pravopis]
ustavobraniteljičino | USTAVOBRANITELJIČIN - [pravopis]
ustničnomehkonebnika | USTNIČNOMEHKONEBNIK - [pravopis]
ustničnomehkonebnike | USTNIČNOMEHKONEBNIK - [pravopis]
ustničnomehkonebniki | USTNIČNOMEHKONEBNIK - [pravopis]
ustničnomehkonebniku | USTNIČNOMEHKONEBNIK - [pravopis]
ustničnoustničnikoma | USTNIČNOUSTNIČNIK - [pravopis]
vasezaljubljenostima | VASEZALJUBLJENOST - zaljubljenost vase
večdimenzionalnostih | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
večdimenzionalnostim | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
večdimenzionalnostjo | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
večdimenzionalnostma | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
večdimenzionalnostmi | VEČDIMENZIONALNOST - značilnost večdimenzionalnega
veleindustrialčevega | VELEINDUSTRIALČEV - [pravopis]
veleindustrialčevemu | VELEINDUSTRIALČEV - [pravopis]
veleindustrialčevima | VELEINDUSTRIALČEV - [pravopis]
veleindustrialčevimi | VELEINDUSTRIALČEV - [pravopis]
velekapitalističnega | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
velekapitalističnemu | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
velekapitalističnima | VELEKAPITALISTIČEN - nanašajoč se na velekapitaliste
